location_set_version_id,location_set_id,location_id,parent_id,path_to_top_parent,level,is_estimate,most_detailed,sort_order,location_name,location_ascii_name,location_name_short,location_type_id,location_type,map_id,super_region_id,super_region_name,region_id,region_name,ihme_loc_id,local_id,developed,start_date,end_date,date_inserted,last_updated,last_updated_by,last_updated_action,lancet_label,numInCount
361,1,180,174,"1,166,174,180",3,0,1,217.0,Kenya,Kenya,Kenya,2,admin0,KEN,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,KEN,KEN,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Kenya,0
361,1,181,174,"1,166,174,181",3,1,1,218.0,Madagascar,Madagascar,Madagascar,2,admin0,MDG,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,MDG,MDG,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Madagascar,0
361,1,182,174,"1,166,174,182",3,1,1,219.0,Malawi,Malawi,Malawi,2,admin0,MWI,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,MWI,MWI,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Malawi,0
361,1,184,174,"1,166,174,184",3,1,1,220.0,Mozambique,Mozambique,Mozambique,2,admin0,MOZ,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,MOZ,MOZ,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Mozambique,0
361,1,185,174,"1,166,174,185",3,1,1,221.0,Rwanda,Rwanda,Rwanda,2,admin0,RWA,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,RWA,RWA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Rwanda,0
361,1,187,174,"1,166,174,187",3,1,1,222.0,Somalia,Somalia,Somalia,2,admin0,SOM,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,SOM,SOM,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Somalia,0
361,1,435,174,"1,166,174,435",3,1,1,223.0,South Sudan,South Sudan,S Sudan,2,admin0,,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,SSD,SSD,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,South Sudan,0
361,1,189,174,"1,166,174,189",3,1,1,224.0,Tanzania,Tanzania,Tanzania,2,admin0,TZA,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,TZA,TZA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Tanzania,0
361,1,190,174,"1,166,174,190",3,1,1,225.0,Uganda,Uganda,Uganda,2,admin0,UGA,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,UGA,UGA,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Uganda,1
361,1,191,174,"1,166,174,191",3,1,1,226.0,Zambia,Zambia,Zambia,2,admin0,ZMB,166.0,Sub-Saharan Africa,174.0,Eastern Sub-Saharan Africa,ZMB,ZMB,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Zambia,0
361,1,168,167,"1,166,167,168",3,1,1,228.0,Angola,Angola,Angola,2,admin0,AGO,166.0,Sub-Saharan Africa,167.0,Central Sub-Saharan Africa,AGO,AGO,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Angola,0
361,1,169,167,"1,166,167,169",3,1,1,229.0,Central African Republic,Central African Republic,C African Rep,2,admin0,CAF,166.0,Sub-Saharan Africa,167.0,Central Sub-Saharan Africa,CAF,CAF,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Central African Republic,0
361,1,170,167,"1,166,167,170",3,1,1,230.0,Congo,Congo,Congo,2,admin0,COG,166.0,Sub-Saharan Africa,167.0,Central Sub-Saharan Africa,COG,COG,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Congo,0
361,1,171,167,"1,166,167,171",3,1,1,231.0,Democratic Republic of the Congo,Democratic Republic of the Congo,Congo DR,2,admin0,COD,166.0,Sub-Saharan Africa,167.0,Central Sub-Saharan Africa,COD,COD,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,DR Congo,0
361,1,172,167,"1,166,167,172",3,1,1,232.0,Equatorial Guinea,Equatorial Guinea,Eq Guinea,2,admin0,GNQ,166.0,Sub-Saharan Africa,167.0,Central Sub-Saharan Africa,GNQ,GNQ,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Equatorial Guinea,0
361,1,173,167,"1,166,167,173",3,1,1,233.0,Gabon,Gabon,Gabon,2,admin0,GAB,166.0,Sub-Saharan Africa,167.0,Central Sub-Saharan Africa,GAB,GAB,0,2018-06-15 00:00:00,,2018-06-08 09:49:57,2018-06-08 09:49:57,ferdid06,INSERT,Gabon,0
